21:14:27.686 INF Connecting to orderer. addrStr=127.0.0.1:10033 peerId=3
21:14:27.686 INF Connecting to orderer. addrStr=127.0.0.1:10011 peerId=1
21:14:27.686 INF Connecting to orderer. addrStr=127.0.0.1:10022 peerId=2
21:14:27.686 INF Connecting to orderer. addrStr=127.0.0.1:10000 peerId=0
21:14:27.883 INF Connected to orderer. addrStr=127.0.0.1:10011 id=1
21:14:27.891 INF Connected to orderer. addrStr=127.0.0.1:10033 id=3
21:14:27.899 INF Connected to orderer. addrStr=127.0.0.1:10000 id=0
21:14:27.903 INF Connected to orderer. addrStr=127.0.0.1:10022 id=2
21:14:27.912 INF Connected to orderers.
21:14:27.913 INF Setting up client timeout. clientRunTime=30000
21:14:27.913 INF Starting to submit requests. numRequests=15360
21:14:27.913 INF Updating bucket assignment. epoch=0
21:14:27.913 DBG New bucket assignment. buckets=[1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61] orderer=1
21:14:27.913 DBG New bucket assignment. buckets=[2,6,10,14,18,22,26,30,34,38,42,46,50,54,58,62] orderer=2
21:14:27.913 DBG New bucket assignment. buckets=[3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63] orderer=3
21:14:27.914 DBG New bucket assignment. buckets=[0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60] orderer=0
21:14:27.914 INF Resubmitted Requests. epoch=0 n=0
21:14:27.914 DBG Submitted request. clSeqNr=0
21:14:27.919 DBG Submitted request. clSeqNr=1
21:14:27.928 DBG Submitted request. clSeqNr=2
21:14:27.929 DBG Submitted request. clSeqNr=3
21:14:27.929 DBG Submitted request. clSeqNr=4
21:14:27.933 DBG Submitted request. clSeqNr=5
21:14:27.937 DBG Submitted request. clSeqNr=6
21:14:27.941 DBG Submitted request. clSeqNr=7
21:14:27.945 DBG Submitted request. clSeqNr=8
21:14:27.948 DBG Submitted request. clSeqNr=9
21:14:27.953 DBG Submitted request. clSeqNr=10
21:14:27.957 DBG Submitted request. clSeqNr=11
21:14:27.961 DBG Submitted request. clSeqNr=12
21:14:27.964 DBG Submitted request. clSeqNr=13
21:14:27.968 DBG Submitted request. clSeqNr=14
21:14:27.973 DBG Submitted request. clSeqNr=15
21:14:27.977 DBG Submitted request. clSeqNr=16
21:14:27.980 DBG Submitted request. clSeqNr=17
21:14:27.984 DBG Submitted request. clSeqNr=18
21:14:27.988 DBG Submitted request. clSeqNr=19
21:14:27.992 DBG Submitted request. clSeqNr=20
21:14:27.995 DBG Submitted request. clSeqNr=21
21:14:28.000 DBG Submitted request. clSeqNr=22
21:14:28.003 DBG Submitted request. clSeqNr=23
21:14:28.008 DBG Submitted request. clSeqNr=24
21:14:28.011 DBG Submitted request. clSeqNr=25
21:14:28.015 DBG Submitted request. clSeqNr=26
21:14:28.019 DBG Submitted request. clSeqNr=27
21:14:28.023 DBG Submitted request. clSeqNr=28
21:14:28.026 DBG Submitted request. clSeqNr=29
21:14:28.031 DBG Submitted request. clSeqNr=30
21:14:28.035 DBG Submitted request. clSeqNr=31
21:14:28.039 DBG Submitted request. clSeqNr=32
21:14:28.043 DBG Submitted request. clSeqNr=33
21:14:28.047 DBG Submitted request. clSeqNr=34
21:14:28.050 DBG Submitted request. clSeqNr=35
21:14:28.055 DBG Submitted request. clSeqNr=36
21:14:28.058 DBG Submitted request. clSeqNr=37
21:14:28.063 DBG Submitted request. clSeqNr=38
21:14:28.066 DBG Submitted request. clSeqNr=39
21:14:28.070 DBG Submitted request. clSeqNr=40
21:14:28.073 DBG Submitted request. clSeqNr=41
21:14:28.077 DBG Submitted request. clSeqNr=42
21:14:28.082 DBG Submitted request. clSeqNr=43
21:14:28.086 DBG Submitted request. clSeqNr=44
21:14:28.090 DBG Submitted request. clSeqNr=45
21:14:28.093 DBG Submitted request. clSeqNr=46
21:14:28.097 DBG Submitted request. clSeqNr=47
21:14:28.101 DBG Submitted request. clSeqNr=48
21:14:28.105 DBG Submitted request. clSeqNr=49
21:14:28.109 DBG Submitted request. clSeqNr=50
21:14:28.113 DBG Submitted request. clSeqNr=51
21:14:28.117 DBG Submitted request. clSeqNr=52
21:14:28.121 DBG Submitted request. clSeqNr=53
21:14:28.125 DBG Submitted request. clSeqNr=54
21:14:28.129 DBG Submitted request. clSeqNr=55
21:14:28.133 DBG Submitted request. clSeqNr=56
21:14:28.136 DBG Submitted request. clSeqNr=57
21:14:28.140 DBG Submitted request. clSeqNr=58
21:14:28.144 DBG Submitted request. clSeqNr=59
21:14:28.148 DBG Submitted request. clSeqNr=60
21:14:28.152 DBG Submitted request. clSeqNr=61
21:14:28.156 DBG Submitted request. clSeqNr=62
21:14:28.160 DBG Submitted request. clSeqNr=63
21:14:28.164 DBG Submitted request. clSeqNr=64
21:14:28.167 DBG Submitted request. clSeqNr=65
21:14:28.171 DBG Submitted request. clSeqNr=66
21:14:28.175 DBG Submitted request. clSeqNr=67
21:14:28.179 DBG Submitted request. clSeqNr=68
21:14:28.183 DBG Submitted request. clSeqNr=69
21:14:28.187 DBG Submitted request. clSeqNr=70
21:14:28.191 DBG Submitted request. clSeqNr=71
21:14:28.195 DBG Submitted request. clSeqNr=72
21:14:28.198 DBG Submitted request. clSeqNr=73
21:14:28.202 DBG Submitted request. clSeqNr=74
21:14:28.207 DBG Submitted request. clSeqNr=75
21:14:28.210 DBG Submitted request. clSeqNr=76
21:14:28.215 DBG Submitted request. clSeqNr=77
21:14:28.218 DBG Submitted request. clSeqNr=78
21:14:28.222 DBG Submitted request. clSeqNr=79
21:14:28.226 DBG Submitted request. clSeqNr=80
21:14:28.230 DBG Submitted request. clSeqNr=81
21:14:28.234 DBG Submitted request. clSeqNr=82
21:14:28.237 DBG Submitted request. clSeqNr=83
21:14:28.241 DBG Submitted request. clSeqNr=84
21:14:28.246 DBG Submitted request. clSeqNr=85
21:14:28.249 DBG Submitted request. clSeqNr=86
21:14:28.253 DBG Submitted request. clSeqNr=87
